,molecule_chembl_id,IC50,units,smiles
292,CHEMBL1289622,76.0,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(SC)nc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
293,CHEMBL1289724,73.6,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccccc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
294,CHEMBL1289725,107.0,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(F)cc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
295,CHEMBL1289831,36.8,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
296,CHEMBL1289832,34.5,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccoc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
297,CHEMBL1289947,17.1,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4cccs4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
298,CHEMBL1289948,64.4,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccsc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
299,CHEMBL1290047,10.7,nM,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(SC)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O
300,CHEMBL1290048,39.4,nM,CCSc1cnc(Cc2cc([C@@H]3O[C@H](CC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc1
301,CHEMBL1642508,7.01,nM,C[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
302,CHEMBL1642509,1.75,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
303,CHEMBL1642510,13.5,nM,C[C@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
304,CHEMBL1642511,23.8,nM,C[C@@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
305,CHEMBL1642512,54.9,nM,C=C[C@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
306,CHEMBL1642513,54.8,nM,C=C[C@@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
307,CHEMBL1642514,20.8,nM,C=CCC(O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
308,CHEMBL1642515,10.6,nM,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](CF)[C@H]1O
309,CHEMBL1642516,9.55,nM,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](C(F)F)[C@H]1O
310,CHEMBL1642517,23.5,nM,COC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
311,CHEMBL1642518,68.7,nM,CCOC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
312,CHEMBL1642519,30.9,nM,OCCOC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
313,CHEMBL1642520,18.6,nM,CSC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
314,CHEMBL1642521,31.9,nM,CCSC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
315,CHEMBL1642522,1450.0,nM,CS(=O)(=O)C[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
316,CHEMBL1642523,89.5,nM,CC(C)(O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
317,CHEMBL1642524,48.9,nM,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](C2(O)CC2)[C@H]1O
318,CHEMBL1642525,59.1,nM,COC(=O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
319,CHEMBL1642526,110.0,nM,CCC(=O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
320,CHEMBL1642527,156.0,nM,Cc1ccc(S(=O)(=O)C[C@H]2O[C@@H](c3ccc(Cl)c(Cc4ncc(-c5ccco5)s4)c3)[C@H](O)[C@@H](O)[C@@H]2O)cc1
321,CHEMBL1642728,471.0,nM,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](Cn2cncn2)[C@H]1O
322,CHEMBL1642729,68.9,nM,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](Cn2cnnn2)[C@H]1O
323,CHEMBL1642730,106.0,nM,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](Cn2ncnn2)[C@H]1O
324,CHEMBL1672773,16.7,nM,CCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
325,CHEMBL1672774,119.0,nM,CCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
326,CHEMBL1672775,13.3,nM,CCCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
327,CHEMBL1672776,5.0,nM,CCCCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
328,CHEMBL1672777,12.4,nM,CCCCCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
329,CHEMBL1672778,51.4,nM,CC(C)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
330,CHEMBL1672779,4.69,nM,C/C=C(\C)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
331,CHEMBL1672780,11.5,nM,C=CCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
332,CHEMBL1672781,9.71,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(C4CCCC4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
333,CHEMBL1672782,25.4,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(C4CCCCC4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
334,CHEMBL1672783,18.8,nM,CCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
335,CHEMBL1672784,12.4,nM,CCCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
336,CHEMBL1672785,19.6,nM,CCCCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
337,CHEMBL1672786,8.2,nM,CCCCCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
338,CHEMBL1672787,30.9,nM,CCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
339,CHEMBL1672788,56.4,nM,CCCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
340,CHEMBL1672789,58.7,nM,CCCCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
341,CHEMBL1672790,18.9,nM,CCCCCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
342,CHEMBL1672791,13.3,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccccc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
343,CHEMBL1672792,21.2,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(F)cc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
344,CHEMBL1672793,9.31,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(-c5ccccc5)cc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
345,CHEMBL1672794,1.57,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccoc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
346,CHEMBL1672795,1.14,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4cccs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
347,CHEMBL1672796,0.772,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
348,CHEMBL1672797,13.3,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(Cl)s4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
349,CHEMBL1672798,3.13,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4nccs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
350,CHEMBL1672799,14.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4nncs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
351,CHEMBL1672800,50.3,nM,CCOC(=O)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1
352,CHEMBL1672802,1.43,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccco2)s1
353,CHEMBL1672803,1.28,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccsc2)s1
354,CHEMBL1672804,1.89,nM,OC[C@H]1O[C@@H](c2ccc(Br)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
355,CHEMBL1672805,6.36,nM,OC[C@H]1O[C@@H](c2ccc(Br)c(Cc3ncc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
356,CHEMBL1672806,6.11,nM,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
357,CHEMBL1672807,7.36,nM,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3ncc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
358,CHEMBL1672808,9.73,nM,OC[C@H]1O[C@@H](c2ccc(C(F)(F)F)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
359,CHEMBL1672809,14.6,nM,OC[C@H]1O[C@@H](c2ccc(C(F)(F)F)c(Cc3ccc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
360,CHEMBL1672810,22.6,nM,OC[C@H]1O[C@@H](c2cccc(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
361,CHEMBL1672811,36.7,nM,N#Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccco2)s1
362,CHEMBL1672812,140.0,nM,N#Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccsc2)s1
363,CHEMBL1672813,54.8,nM,OC[C@H]1O[C@@H](c2ccc(C3CC3)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
364,CHEMBL1672814,1.42,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
365,CHEMBL1672815,4.47,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4ccoc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
366,CHEMBL1672816,2.79,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4cccs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
367,CHEMBL1672817,1.11,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
368,CHEMBL1762483,1400.0,nM,Cn1c(CN2C(=O)CSc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1
369,CHEMBL1762505,20.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
370,CHEMBL1762504,16.0,nM,CCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2c(Cl)cc(Cl)cc21
371,CHEMBL1762484,370.0,nM,CCn1c(CN2C(=O)CSc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1
372,CHEMBL1762485,1200.0,nM,CC(C)n1c(CN2C(=O)CSc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1
373,CHEMBL1762486,1100.0,nM,O=C1CSc2ccc(C(F)(F)F)cc2N1Cc1nnc(SCc2ccc(Cl)cc2)n1C1CC1
374,CHEMBL1762487,2110.0,nM,O=C1CSc2ccc(C(F)(F)F)cc2N1Cc1nnc(SCc2ccc(Cl)cc2)n1-c1ccccc1
375,CHEMBL1762488,250.0,nM,CCn1c(CN2C(=O)COc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1
376,CHEMBL1762489,2100.0,nM,CCn1c(CN2C(=O)COc3ccc([N+](=O)[O-])cc32)nnc1SCc1ccc(Cl)cc1
377,CHEMBL1762490,90.0,nM,CCn1c(CN2C(=O)COc3ccc(Br)cc32)nnc1SCc1ccc(Cl)cc1
378,CHEMBL1762491,150.0,nM,CCn1c(CN2C(=O)COc3ccc(Cl)cc32)nnc1SCc1ccc(Cl)cc1
379,CHEMBL1762492,80.0,nM,CCn1c(CN2C(=O)COc3ccc(C)cc32)nnc1SCc1ccc(Cl)cc1
380,CHEMBL1762493,430.0,nM,CCn1c(CN2C(=O)COc3cc(Cl)ccc32)nnc1SCc1ccc(Cl)cc1
381,CHEMBL1762494,520.0,nM,CCn1c(CN2C(=O)COc3cc(Br)ccc32)nnc1SCc1ccc(Cl)cc1
382,CHEMBL1762495,150.0,nM,CCn1c(CN2C(=O)COc3c(Cl)cccc32)nnc1SCc1ccc(Cl)cc1
383,CHEMBL1762496,640.0,nM,CCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(C(F)(F)F)cc21
384,CHEMBL1762497,180.0,nM,CCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(C(F)(F)F)cc21
385,CHEMBL1762498,40.0,nM,CCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(Cl)cc21
386,CHEMBL1762499,30.0,nM,CCCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(Cl)cc21
387,CHEMBL1762500,30.0,nM,O=C1COc2ccc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1CC1CC1
388,CHEMBL1762501,160.0,nM,CC(C)Cn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(Cl)cc21
389,CHEMBL1762502,70.0,nM,O=C1COc2ccc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
390,CHEMBL1762503,1580.0,nM,O=C1COc2ccc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1C1CC1
391,CHEMBL1779203,57.0,nM,COC(=O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
392,CHEMBL1779204,10000.0,nM,O=C(O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
393,CHEMBL1779205,36.0,nM,Nc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
394,CHEMBL1779206,9800.0,nM,CC(=O)Nc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
395,CHEMBL1779207,21.0,nM,CS(=O)(=O)N(c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F)S(C)(=O)=O
396,CHEMBL1779208,22.0,nM,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
397,CHEMBL1779209,59.0,nM,N#Cc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
398,CHEMBL1779210,660.0,nM,CS(=O)(=O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F
399,CHEMBL1779211,89.0,nM,CC(Cc1nnc(CN2C(=O)COc3c(Cl)cc(Cl)cc32)n1CCC(F)(F)F)c1ccccc1
400,CHEMBL1779212,480.0,nM,CC(C)(Cc1nnc(CN2C(=O)COc3c(Cl)cc(Cl)cc32)n1CCC(F)(F)F)c1ccccc1
401,CHEMBL1779213,73.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(COc2ccc(Cl)cc2)n1CCC(F)(F)F
402,CHEMBL1779214,8.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(COCc2ccccc2)n1CCC(F)(F)F
403,CHEMBL1779215,23.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(-c2ccc(Cl)cc2)n1CCC(F)(F)F
404,CHEMBL1779216,13.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(-c2ccccn2)n1CCC(F)(F)F
405,CHEMBL1779217,3.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(-c2ccc(Cl)cn2)n1CCC(F)(F)F
406,CHEMBL1779218,10.0,nM,Cc1nc(-c2nnc(CN3C(=O)COc4c(Cl)cc(Cl)cc43)n2CCC(F)(F)F)cs1
407,CHEMBL1779219,12.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2CC2c2ccccc2)n1CCC(F)(F)F
408,CHEMBL1779220,14.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2CCc3ccccc3C2)n1CCC(F)(F)F
409,CHEMBL1779221,13.0,nM,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2Cc3ccccc3C2)n1CCC(F)(F)F
410,CHEMBL1779222,41.0,nM,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(-c2ccccn2)n1CCC(F)(F)F
411,CHEMBL1779223,7.0,nM,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(-c2ccc(Cl)cn2)n1CCC(F)(F)F
412,CHEMBL1779336,7.0,nM,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(-c2ccc(C(F)(F)F)cn2)n1CCC(F)(F)F
413,CHEMBL1779337,110.0,nM,N#Cc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(-c2ccccn2)n1CCC(F)(F)F
414,CHEMBL1779338,5.0,nM,CCCn1c(CN2C(=O)COc3c2cc(Cl)cc3[N+](=O)[O-])nnc1-c1ccc(Cl)cn1
415,CHEMBL1779339,4.0,nM,CCCn1c(CN2C(=O)COc3c2cc(C)cc3[N+](=O)[O-])nnc1-c1ccc(Cl)cn1
416,CHEMBL1779340,3.0,nM,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1-c1ccc(Cl)cn1
417,CHEMBL1779341,12.0,nM,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1-c1ccccn1
418,CHEMBL1779342,5100.0,nM,CCCn1c(CN2C(=O)COc3c2cc(Cl)cc3[N+](=O)[O-])nnc1-c1ncccc1C
419,CHEMBL1779343,8.0,nM,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1[C@@H]1C[C@H]1c1ccccc1
420,CHEMBL1779344,10.0,nM,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1[C@@H]1CCc2ccccc2C1
421,CHEMBL1779345,5.0,nM,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1C1Cc2ccccc2C1
422,CHEMBL1784273,2.15,nM,COc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
423,CHEMBL1784274,7.37,nM,COc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
424,CHEMBL1784275,1.59,nM,COc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
425,CHEMBL1784276,1.29,nM,COc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
426,CHEMBL1784277,2.01,nM,COc1cc(Cl)c(Cc2ncc(-c3ccccc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
427,CHEMBL1784278,6.08,nM,COc1cc(Cl)c(Cc2ncc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
428,CHEMBL1784279,3.98,nM,CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
429,CHEMBL1784280,4.35,nM,CCOc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
430,CHEMBL1784281,4.29,nM,CCOc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
431,CHEMBL1784282,1.18,nM,CCOc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
432,CHEMBL1784283,2.87,nM,CCOc1cc(Cl)c(Cc2ncc(-c3ccccc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
433,CHEMBL1784284,7.55,nM,CCOc1cc(Cl)c(Cc2ncc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
434,CHEMBL1784285,1.24,nM,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
435,CHEMBL1784286,1.54,nM,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
436,CHEMBL1784287,1.69,nM,C=CCOc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
437,CHEMBL1784288,0.934,nM,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
438,CHEMBL1784289,3.38,nM,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccccc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
439,CHEMBL1784411,4.22,nM,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
440,CHEMBL1784412,0.797,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2O)[C@H](O)[C@@H](O)[C@@H]1O
441,CHEMBL1784413,21.6,nM,CCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
442,CHEMBL1784414,2.23,nM,C#CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
443,CHEMBL1784415,32.8,nM,C=CCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
444,CHEMBL1784416,1.51,nM,OCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
445,CHEMBL1784417,5.55,nM,COCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
446,CHEMBL1784418,131.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2OCCn2cncn2)[C@H](O)[C@@H](O)[C@@H]1O
447,CHEMBL1784419,713.0,nM,CN(C)CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=C(O)C(F)(F)F
448,CHEMBL1784420,5.81,nM,OCc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
449,CHEMBL1784421,20.5,nM,OCc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
450,CHEMBL1784422,5.88,nM,OCc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
